Start Type,Time(ms)
"msg=""Warm Start:",9.165055
"msg=""Warm Start:",7.655503
"msg=""Warm Start:",6.654347
"msg=""Warm Start:",9.32053
"msg=""Warm Start:",8.583302
"msg=""Warm Start:",13.657535
"msg=""Warm Start:",10.104799
"msg=""Warm Start:",6.998614
"msg=""Warm Start:",11.205443
"msg=""Warm Start:",11.210282
"msg=""Warm Start:",5.564439
"msg=""Warm Start:",13.300666
"msg=""Warm Start:",5.662546
"msg=""Warm Start:",12.277874
"msg=""Warm Start:",12.284677
"msg=""Warm Start:",11.527954
"msg=""Warm Start:",7.584625
"msg=""Warm Start:",9.202714
"msg=""Warm Start:",12.313182
"msg=""Warm Start:",10.429987
"msg=""Warm Start:",6.156481
"msg=""Warm Start:",11.135685
"msg=""Warm Start:",11.611084
"msg=""Warm Start:",15.095223
"msg=""Warm Start:",6.385019
"msg=""Warm Start:",7.419706
"msg=""Warm Start:",8.021504
"msg=""Warm Start:",19.215145
"msg=""Warm Start:",8.680979
"msg=""Warm Start:",13.247974
"msg=""Warm Start:",9.05194
"msg=""Warm Start:",17.079071
"msg=""Warm Start:",8.990026
"msg=""Warm Start:",6.534492
"msg=""Warm Start:",6.635979
"msg=""Warm Start:",4.294102
"msg=""Warm Start:",8.412816
"msg=""Warm Start:",4.781654
"msg=""Warm Start:",11.710746
"msg=""Warm Start:",8.588676
"msg=""Warm Start:",9.321943
"msg=""Warm Start:",7.658293
"msg=""Warm Start:",10.594863
"msg=""Warm Start:",10.655138
"msg=""Warm Start:",7.2632
"msg=""Warm Start:",8.320098
"msg=""Warm Start:",12.095792
"msg=""Warm Start:",9.818233
"msg=""Warm Start:",10.688539
"msg=""Warm Start:",10.395628
"msg=""Warm Start:",10.629546
"msg=""Warm Start:",8.113702
"msg=""Warm Start:",5.270702
"msg=""Warm Start:",11.114952
"msg=""Warm Start:",11.238956
"msg=""Warm Start:",6.18072
"msg=""Warm Start:",12.656453
"msg=""Warm Start:",12.385263
"msg=""Warm Start:",7.717899
"msg=""Warm Start:",8.059001
"msg=""Warm Start:",10.985078
"msg=""Warm Start:",13.014072
"msg=""Warm Start:",7.852246
"msg=""Warm Start:",8.295952
"msg=""Warm Start:",8.510318
"msg=""Warm Start:",8.35909
"msg=""Warm Start:",9.845168
"msg=""Warm Start:",4.91524
"msg=""Warm Start:",5.756277
"msg=""Warm Start:",6.506158
"msg=""Warm Start:",6.272763
"msg=""Warm Start:",7.315274
"msg=""Warm Start:",7.927228
"msg=""Warm Start:",7.550379
"msg=""Warm Start:",8.733225
"msg=""Warm Start:",4.964158
"msg=""Warm Start:",10.553844
"msg=""Warm Start:",7.346086
"msg=""Warm Start:",7.789652
"msg=""Warm Start:",14.1267
"msg=""Warm Start:",14.401983
"msg=""Warm Start:",9.429278
"msg=""Warm Start:",8.740184
"msg=""Warm Start:",14.830763
"msg=""Warm Start:",8.871165
"msg=""Warm Start:",9.637878
"msg=""Warm Start:",11.208389
"msg=""Warm Start:",11.556485
"msg=""Warm Start:",9.13066
"msg=""Warm Start:",12.272845
"msg=""Warm Start:",12.823938
"msg=""Warm Start:",12.788186
"msg=""Warm Start:",10.418081
"msg=""Warm Start:",14.237935
"msg=""Warm Start:",15.770258
"msg=""Warm Start:",15.390395
"msg=""Warm Start:",12.296074
"msg=""Warm Start:",13.494188
"msg=""Warm Start:",14.470254
"msg=""Warm Start:",16.971106
"msg=""Warm Start:",11.872781
"msg=""Warm Start:",15.720064
"msg=""Warm Start:",14.468151
"msg=""Warm Start:",15.42676
"msg=""Warm Start:",20.374257
"msg=""Warm Start:",8.697721
"msg=""Warm Start:",17.378616
"msg=""Warm Start:",17.500556
"msg=""Warm Start:",14.698254
"msg=""Warm Start:",10.281497
"msg=""Warm Start:",11.261753
"msg=""Warm Start:",10.793147
"msg=""Warm Start:",15.671741
"msg=""Warm Start:",16.383699
"msg=""Warm Start:",12.732388
"msg=""Warm Start:",13.397594
"msg=""Warm Start:",9.756327
"msg=""Warm Start:",17.298137
"msg=""Warm Start:",13.350989
"msg=""Warm Start:",14.63694
"msg=""Warm Start:",10.233354
"msg=""Warm Start:",16.029088
"msg=""Warm Start:",12.867367
"msg=""Warm Start:",16.61493
"msg=""Warm Start:",15.85721
"msg=""Warm Start:",16.430033
"msg=""Warm Start:",12.963286
"msg=""Warm Start:",12.96888
"msg=""Warm Start:",18.415144
"msg=""Warm Start:",16.403868
"msg=""Warm Start:",11.362797
"msg=""Warm Start:",11.830708
"msg=""Warm Start:",18.533197
"msg=""Warm Start:",12.121202
"msg=""Warm Start:",16.567449
"msg=""Warm Start:",20.535752
"msg=""Warm Start:",8.819357
"msg=""Warm Start:",20.266472
"msg=""Warm Start:",18.480051
"msg=""Warm Start:",11.784594
"msg=""Warm Start:",11.289644
"msg=""Warm Start:",17.712979
"msg=""Warm Start:",17.990971
"msg=""Warm Start:",5.224399
"msg=""Warm Start:",5.460123
"msg=""Warm Start:",11.658669
"msg=""Warm Start:",5.901898
"msg=""Warm Start:",21.059307
"msg=""Warm Start:",24.621611
"msg=""Warm Start:",18.045604
"msg=""Warm Start:",18.156712
"msg=""Warm Start:",15.038237
"msg=""Warm Start:",15.21326
"msg=""Warm Start:",3.003862
"msg=""Warm Start:",3.813938
"msg=""Warm Start:",3.566729
"msg=""Warm Start:",4.263685
"msg=""Warm Start:",4.756158
"msg=""Warm Start:",4.776923
"msg=""Warm Start:",4.976302
"msg=""Warm Start:",5.094137
"msg=""Warm Start:",3.973974
"msg=""Warm Start:",4.121335
"msg=""Warm Start:",4.650498
"msg=""Warm Start:",4.584801
"msg=""Warm Start:",5.199615
"msg=""Warm Start:",4.085372
"msg=""Warm Start:",4.626229
"msg=""Warm Start:",4.019332
"msg=""Warm Start:",4.521399
"msg=""Warm Start:",3.561127
"msg=""Warm Start:",3.860872
"msg=""Warm Start:",5.342166
"msg=""Warm Start:",5.257964
"msg=""Warm Start:",5.401613
"msg=""Warm Start:",5.78086
"msg=""Warm Start:",6.595885
"msg=""Warm Start:",6.600344
"msg=""Warm Start:",6.772216
"msg=""Warm Start:",7.469314
"msg=""Warm Start:",5.115136
"msg=""Warm Start:",5.26671
"msg=""Warm Start:",5.493012
"msg=""Warm Start:",5.402734
"msg=""Warm Start:",5.626858
"msg=""Warm Start:",6.095844
"msg=""Warm Start:",7.36128
"msg=""Warm Start:",6.873827
"msg=""Warm Start:",3.71335
"msg=""Warm Start:",4.234637
"msg=""Warm Start:",4.287482
"msg=""Warm Start:",4.907412
"msg=""Warm Start:",6.13838
"msg=""Warm Start:",4.838029
"msg=""Warm Start:",4.94882
"msg=""Warm Start:",4.860908
"msg=""Warm Start:",6.097882
"msg=""Warm Start:",5.688069
"msg=""Warm Start:",5.862377
"msg=""Warm Start:",3.401782
"msg=""Warm Start:",3.261937
"msg=""Warm Start:",3.004257
"msg=""Warm Start:",3.631873
"msg=""Warm Start:",2.77939
"msg=""Warm Start:",3.44598
"msg=""Warm Start:",4.651067
"msg=""Warm Start:",4.628975
"msg=""Warm Start:",4.596986
"msg=""Warm Start:",5.354653
"msg=""Warm Start:",5.443255
"msg=""Warm Start:",6.024778
"msg=""Warm Start:",4.45187
"msg=""Warm Start:",4.800563
"msg=""Warm Start:",4.871655
"msg=""Warm Start:",5.240802
"msg=""Warm Start:",6.866461
"msg=""Warm Start:",5.6171
"msg=""Warm Start:",5.770839
"msg=""Warm Start:",4.542668
"msg=""Warm Start:",4.638571
"msg=""Warm Start:",4.483944
"msg=""Warm Start:",6.504855
"msg=""Warm Start:",5.232339
"msg=""Warm Start:",6.803113
"msg=""Warm Start:",6.974837
"msg=""Warm Start:",5.563177
"msg=""Warm Start:",7.163851
"msg=""Warm Start:",7.530484
"msg=""Warm Start:",6.221673
"msg=""Warm Start:",6.613827
"msg=""Warm Start:",6.866937
"msg=""Warm Start:",6.958439
"msg=""Warm Start:",4.2779
"msg=""Warm Start:",4.133275
"msg=""Warm Start:",4.859852
"msg=""Warm Start:",5.751343
"msg=""Warm Start:",5.370217
"msg=""Warm Start:",3.81509
"msg=""Warm Start:",7.780634
"msg=""Warm Start:",7.527591
"msg=""Warm Start:",8.105163
"msg=""Warm Start:",5.858555
"msg=""Warm Start:",4.024944
"msg=""Warm Start:",6.172234
"msg=""Warm Start:",6.909786
"msg=""Warm Start:",6.237384
"msg=""Warm Start:",6.264979
"msg=""Warm Start:",6.355118
"msg=""Warm Start:",6.533848
"msg=""Warm Start:",6.839013
"msg=""Warm Start:",9.147538
"msg=""Warm Start:",7.212369
"msg=""Warm Start:",7.757067
"msg=""Warm Start:",7.777782
"msg=""Warm Start:",4.400161
"msg=""Warm Start:",5.358499
"msg=""Warm Start:",4.826653
"msg=""Warm Start:",3.626978
"msg=""Warm Start:",3.715719
"msg=""Warm Start:",3.972326
"msg=""Warm Start:",4.480786
"msg=""Warm Start:",10.985711
"msg=""Warm Start:",12.315956
"msg=""Warm Start:",9.422454
"msg=""Warm Start:",3.980003
"msg=""Warm Start:",10.350592
"msg=""Warm Start:",3.959098
"msg=""Warm Start:",4.842149
"msg=""Warm Start:",4.489726
"msg=""Warm Start:",3.931681
"msg=""Warm Start:",5.828759
"msg=""Warm Start:",5.832544
"msg=""Warm Start:",11.214076
"msg=""Warm Start:",6.083441
"msg=""Warm Start:",7.04099
"msg=""Warm Start:",6.836781
"msg=""Warm Start:",5.381986
"msg=""Warm Start:",7.517198
"msg=""Warm Start:",5.981371
"msg=""Warm Start:",3.414543
"msg=""Warm Start:",3.941501
"msg=""Warm Start:",4.622619
"msg=""Warm Start:",4.709971
"msg=""Warm Start:",4.624601
"msg=""Warm Start:",7.394028
"msg=""Warm Start:",6.256602
"msg=""Warm Start:",6.331821
"msg=""Warm Start:",7.953556
"msg=""Warm Start:",8.330568
"msg=""Warm Start:",8.214779
"msg=""Warm Start:",6.938362
"msg=""Warm Start:",8.423918
"msg=""Warm Start:",5.195256
"msg=""Warm Start:",9.854821
"msg=""Warm Start:",10.930001
"msg=""Warm Start:",6.163175
"msg=""Warm Start:",6.193828
"msg=""Warm Start:",6.413093
"msg=""Warm Start:",6.39177
"msg=""Warm Start:",7.053427
"msg=""Warm Start:",6.61056
"msg=""Warm Start:",12.103674
"msg=""Warm Start:",6.496643
"msg=""Warm Start:",6.528925
"msg=""Warm Start:",11.413298
"msg=""Warm Start:",12.141749
"msg=""Warm Start:",2.510085
"msg=""Warm Start:",3.382541
"msg=""Warm Start:",3.54126
"msg=""Warm Start:",3.462334
"msg=""Warm Start:",3.811752
"msg=""Warm Start:",4.091873
"msg=""Warm Start:",4.054521
"msg=""Warm Start:",4.760546
"msg=""Warm Start:",5.018037
"msg=""Warm Start:",4.145114
"msg=""Warm Start:",5.798897
"msg=""Warm Start:",5.341427
"msg=""Warm Start:",5.692721
"msg=""Warm Start:",5.869395
"msg=""Warm Start:",6.013808
"msg=""Warm Start:",6.482114
"msg=""Warm Start:",6.632464
"msg=""Warm Start:",6.714749
"msg=""Warm Start:",5.017132
"msg=""Warm Start:",5.727825
"msg=""Warm Start:",5.918794
"msg=""Warm Start:",9.288171
"msg=""Warm Start:",6.029476
"msg=""Warm Start:",7.896568
"msg=""Warm Start:",6.970035
"msg=""Warm Start:",4.852562
"msg=""Warm Start:",5.260275
"msg=""Warm Start:",5.260846
"msg=""Warm Start:",3.187398
"msg=""Warm Start:",3.564947
"msg=""Warm Start:",4.243018
"msg=""Warm Start:",4.460199
"msg=""Warm Start:",5.340118
"msg=""Warm Start:",5.902549
"msg=""Warm Start:",5.824915
"msg=""Warm Start:",3.338723
"msg=""Warm Start:",4.262679
"msg=""Warm Start:",3.715362
"msg=""Warm Start:",3.735646
"msg=""Warm Start:",5.438716
"msg=""Warm Start:",4.600934
"msg=""Warm Start:",4.881348
"msg=""Warm Start:",4.800971
"msg=""Warm Start:",3.718184
"msg=""Warm Start:",4.143914
"msg=""Warm Start:",4.12532
"msg=""Warm Start:",4.947886
"msg=""Warm Start:",4.528076
"msg=""Warm Start:",4.812199
"msg=""Warm Start:",3.908309
"msg=""Warm Start:",4.274913
"msg=""Warm Start:",4.537822
"msg=""Warm Start:",6.668471
"msg=""Warm Start:",4.338743
"msg=""Warm Start:",7.308499
"msg=""Warm Start:",4.604634
"msg=""Warm Start:",5.760171
"msg=""Warm Start:",8.838717
"msg=""Warm Start:",5.672876
"msg=""Warm Start:",10.879613
"msg=""Warm Start:",4.213773
"msg=""Warm Start:",5.262957
"msg=""Warm Start:",4.799237
"msg=""Warm Start:",3.890157
"msg=""Warm Start:",6.12649
"msg=""Warm Start:",4.924409
"msg=""Warm Start:",5.226498
"msg=""Warm Start:",7.929857
"msg=""Warm Start:",3.817272
"msg=""Warm Start:",7.195056
"msg=""Warm Start:",6.2244
"msg=""Warm Start:",4.712144
"msg=""Warm Start:",4.444186
"msg=""Warm Start:",5.414721
"msg=""Warm Start:",4.556672
"msg=""Warm Start:",3.499731
"msg=""Warm Start:",3.901263
"msg=""Warm Start:",5.740665
"msg=""Warm Start:",5.998052
"msg=""Warm Start:",5.687655
"msg=""Warm Start:",3.962176
"msg=""Warm Start:",6.653397
"msg=""Warm Start:",3.304001
"msg=""Warm Start:",3.157485
"msg=""Warm Start:",2.948388
"msg=""Warm Start:",3.157779
"msg=""Warm Start:",3.152666
"msg=""Warm Start:",4.371343
"msg=""Warm Start:",4.723746
"msg=""Warm Start:",4.744139
"msg=""Warm Start:",3.338287
"msg=""Warm Start:",4.280862
"msg=""Warm Start:",4.311058
"msg=""Warm Start:",7.527535
"msg=""Warm Start:",5.962392
"msg=""Warm Start:",6.777599
"msg=""Warm Start:",6.787105
"msg=""Warm Start:",6.127133
"msg=""Warm Start:",7.068526
"msg=""Warm Start:",6.365475
"msg=""Warm Start:",8.43153
"msg=""Warm Start:",5.525807
"msg=""Warm Start:",5.902977
"msg=""Warm Start:",6.196018
"msg=""Warm Start:",3.039537
"msg=""Warm Start:",3.266664
"msg=""Warm Start:",3.878074
"msg=""Warm Start:",4.832443
"msg=""Warm Start:",4.653299
"msg=""Warm Start:",4.665797
"msg=""Warm Start:",3.848772
"msg=""Warm Start:",3.967631
"msg=""Warm Start:",3.545154
"msg=""Warm Start:",3.782048
"msg=""Warm Start:",3.983004
"msg=""Warm Start:",3.420087
"msg=""Warm Start:",3.574596
"msg=""Warm Start:",3.643956
"msg=""Warm Start:",4.907704
"msg=""Warm Start:",3.975164
"msg=""Warm Start:",3.607001
"msg=""Warm Start:",4.374997
"msg=""Warm Start:",3.392887
"msg=""Warm Start:",3.645031
"msg=""Warm Start:",5.205871
"msg=""Warm Start:",3.808741
"msg=""Warm Start:",3.554748
"msg=""Warm Start:",3.249
"msg=""Warm Start:",2.881374
"msg=""Warm Start:",4.292832
"msg=""Warm Start:",4.367567
"msg=""Warm Start:",4.87996
"msg=""Warm Start:",4.937698
"msg=""Warm Start:",5.221059
"msg=""Warm Start:",5.438151
"msg=""Warm Start:",4.087528
"msg=""Warm Start:",3.500719
"msg=""Warm Start:",3.539057
"msg=""Warm Start:",3.4765
"msg=""Warm Start:",3.413525
"msg=""Warm Start:",3.703312
"msg=""Warm Start:",3.733212
"msg=""Warm Start:",4.13206
"msg=""Warm Start:",3.030662
"msg=""Warm Start:",3.738148
"msg=""Warm Start:",3.760256
"msg=""Warm Start:",4.60197
"msg=""Warm Start:",3.556086
"msg=""Warm Start:",3.124055
"msg=""Warm Start:",3.588936
"msg=""Warm Start:",4.465037
"msg=""Warm Start:",3.487115
"msg=""Warm Start:",3.205418
"msg=""Warm Start:",3.045619
"msg=""Warm Start:",3.01693
"msg=""Warm Start:",3.606247
"msg=""Warm Start:",4.185843
"msg=""Warm Start:",3.916902
"msg=""Warm Start:",5.152007
"msg=""Warm Start:",4.185066
"msg=""Warm Start:",4.067609
"msg=""Warm Start:",4.097271
"msg=""Warm Start:",4.204296
"msg=""Warm Start:",4.303912
"msg=""Warm Start:",4.93045
"msg=""Warm Start:",5.129104
"msg=""Warm Start:",4.755634
"msg=""Warm Start:",6.099047
"msg=""Warm Start:",4.721988
"msg=""Warm Start:",4.784308
"msg=""Warm Start:",3.842935
"msg=""Warm Start:",5.273238
"msg=""Warm Start:",5.532998
"msg=""Warm Start:",5.728721
"msg=""Warm Start:",3.29527
"msg=""Warm Start:",4.190431
"msg=""Warm Start:",4.269549
"msg=""Warm Start:",4.152281
"msg=""Warm Start:",4.946491
"msg=""Warm Start:",3.769714
"msg=""Warm Start:",4.377322
"msg=""Warm Start:",3.813586
"msg=""Warm Start:",5.015381
"msg=""Warm Start:",5.564165
"msg=""Warm Start:",3.45886
"msg=""Warm Start:",3.490534
"msg=""Warm Start:",2.908766
"msg=""Warm Start:",3.622261
"msg=""Warm Start:",4.118917
"msg=""Warm Start:",4.252753
"msg=""Warm Start:",5.684479
"msg=""Warm Start:",4.490808
"msg=""Warm Start:",4.726547
"msg=""Warm Start:",3.608061
"msg=""Warm Start:",5.633135
"msg=""Warm Start:",5.081395
"msg=""Warm Start:",3.947164
"msg=""Warm Start:",4.736093
"msg=""Warm Start:",3.711686
"msg=""Warm Start:",3.77671
"msg=""Warm Start:",7.120005
"msg=""Warm Start:",3.889299
"msg=""Warm Start:",4.06589
"msg=""Warm Start:",4.262663
"msg=""Warm Start:",3.896348
"msg=""Warm Start:",4.64714
"msg=""Warm Start:",3.926005
"msg=""Warm Start:",3.991748
"msg=""Warm Start:",3.189866
"msg=""Warm Start:",4.39261
"msg=""Warm Start:",4.035843
"msg=""Warm Start:",4.273903
"msg=""Warm Start:",6.409887
"msg=""Warm Start:",4.543744
"msg=""Warm Start:",3.781306
"msg=""Warm Start:",3.804241
"msg=""Warm Start:",4.003263
"msg=""Warm Start:",3.887141
"msg=""Warm Start:",5.127773
"msg=""Warm Start:",3.712896
"msg=""Warm Start:",3.751551
"msg=""Warm Start:",3.613746
"msg=""Warm Start:",3.21705
"msg=""Warm Start:",3.91784
"msg=""Warm Start:",3.011509
"msg=""Warm Start:",2.969598
"msg=""Warm Start:",3.370778
"msg=""Warm Start:",3.368241
"msg=""Warm Start:",2.99027
"msg=""Warm Start:",3.61288
"msg=""Warm Start:",2.867202
"msg=""Warm Start:",3.185431
"msg=""Warm Start:",4.132332
"msg=""Warm Start:",3.379232
"msg=""Warm Start:",3.114585
"msg=""Warm Start:",4.10655
"msg=""Warm Start:",4.112473
"msg=""Warm Start:",4.199417
"msg=""Warm Start:",5.001737
"msg=""Warm Start:",3.069149
"msg=""Warm Start:",2.644311
"msg=""Warm Start:",3.410668
"msg=""Warm Start:",3.045859
"msg=""Warm Start:",3.107884
"msg=""Warm Start:",3.094221
"msg=""Warm Start:",3.383893
"msg=""Warm Start:",2.897663
"msg=""Warm Start:",3.484802
"msg=""Warm Start:",3.129147
"msg=""Warm Start:",3.333646
"msg=""Warm Start:",3.070558
"msg=""Warm Start:",2.997418
"msg=""Warm Start:",3.171922
"msg=""Warm Start:",3.978658
"msg=""Warm Start:",3.462458
"msg=""Warm Start:",3.532791
"msg=""Warm Start:",3.34438
"msg=""Warm Start:",3.470779
"msg=""Warm Start:",3.603891
"msg=""Warm Start:",2.692683
"msg=""Warm Start:",3.026222
"msg=""Warm Start:",3.143111
"msg=""Warm Start:",3.256814
"msg=""Warm Start:",3.575081
"msg=""Warm Start:",4.095999
"msg=""Warm Start:",4.655893
"msg=""Warm Start:",3.902411
"msg=""Warm Start:",4.291585
"msg=""Warm Start:",4.448723
"msg=""Warm Start:",4.768686
"msg=""Warm Start:",5.629623
"msg=""Warm Start:",6.12451
"msg=""Warm Start:",6.225092
"msg=""Warm Start:",3.445657
"msg=""Warm Start:",4.950268
"msg=""Warm Start:",4.833219
"msg=""Warm Start:",5.225648
"msg=""Warm Start:",5.14356
"msg=""Warm Start:",5.490458
"msg=""Warm Start:",3.98932
"msg=""Warm Start:",4.815236
"msg=""Warm Start:",4.905818
"msg=""Warm Start:",5.232768
"msg=""Warm Start:",5.401913
"msg=""Warm Start:",4.038994
"msg=""Warm Start:",4.134498
"msg=""Warm Start:",4.112669
"msg=""Warm Start:",2.704643
"msg=""Warm Start:",5.798314
"msg=""Warm Start:",4.858527
"msg=""Warm Start:",2.67057
"msg=""Warm Start:",2.926767
"msg=""Warm Start:",3.437137
"msg=""Warm Start:",3.378934
"msg=""Warm Start:",2.473858
"msg=""Warm Start:",3.606742
"msg=""Warm Start:",2.745964
"msg=""Warm Start:",2.868202
"msg=""Warm Start:",2.985161
"msg=""Warm Start:",2.903396
"msg=""Warm Start:",2.469099
"msg=""Warm Start:",3.321826
"msg=""Warm Start:",3.93433
"msg=""Warm Start:",4.022986
"msg=""Warm Start:",3.88954
"msg=""Warm Start:",3.760791
"msg=""Warm Start:",3.834517
"msg=""Warm Start:",3.442383
"msg=""Warm Start:",4.621129
"msg=""Warm Start:",5.342569
"msg=""Warm Start:",5.228168
"msg=""Warm Start:",6.374751
"msg=""Warm Start:",4.683919
"msg=""Warm Start:",4.788103
"msg=""Warm Start:",4.562519
"msg=""Warm Start:",6.151447
"msg=""Warm Start:",6.282718
"msg=""Warm Start:",4.756892
"msg=""Warm Start:",4.701065
"msg=""Warm Start:",5.590068
"msg=""Warm Start:",4.725817
"msg=""Warm Start:",5.458113
"msg=""Warm Start:",4.571327
"msg=""Warm Start:",7.302965
"msg=""Warm Start:",8.890712
"msg=""Warm Start:",4.063836
"msg=""Warm Start:",4.462738
"msg=""Warm Start:",4.674765
"msg=""Warm Start:",5.274256
"msg=""Warm Start:",5.021848
"msg=""Warm Start:",3.689117
"msg=""Warm Start:",5.1304
"msg=""Warm Start:",5.193035
"msg=""Warm Start:",3.851793
"msg=""Warm Start:",5.631847
"msg=""Warm Start:",4.248876
"msg=""Warm Start:",4.501307
"msg=""Warm Start:",4.654431
"msg=""Warm Start:",4.758759
"msg=""Warm Start:",4.970075
"msg=""Warm Start:",5.031369
"msg=""Warm Start:",5.399519
"msg=""Warm Start:",5.392502
"msg=""Warm Start:",5.899666
"msg=""Warm Start:",4.173183
"msg=""Warm Start:",4.552436
"msg=""Warm Start:",5.480921
"msg=""Warm Start:",4.954897
"msg=""Warm Start:",5.017742
"msg=""Warm Start:",5.220957
"msg=""Warm Start:",4.502096
"msg=""Warm Start:",4.792618
"msg=""Warm Start:",4.643796
"msg=""Warm Start:",7.45318
"msg=""Warm Start:",3.881987
"msg=""Warm Start:",4.219821
"msg=""Warm Start:",4.164864
"msg=""Warm Start:",4.202804
"msg=""Warm Start:",3.483444
"msg=""Warm Start:",3.77965
"msg=""Warm Start:",3.608079
"msg=""Warm Start:",3.328578
"msg=""Warm Start:",5.536099
"msg=""Warm Start:",4.979403
"msg=""Warm Start:",4.157723
"msg=""Warm Start:",4.551177
"msg=""Warm Start:",5.358206
"msg=""Warm Start:",6.698601
"msg=""Warm Start:",4.589879
"msg=""Warm Start:",6.763267
"msg=""Warm Start:",3.95004
"msg=""Warm Start:",4.586516
"msg=""Warm Start:",4.017917
"msg=""Warm Start:",3.567138
"msg=""Warm Start:",3.10366
"msg=""Warm Start:",3.274962
"msg=""Warm Start:",3.567108
"msg=""Warm Start:",4.425173
"msg=""Warm Start:",2.745144
"msg=""Warm Start:",4.592495
"msg=""Warm Start:",3.749261
"msg=""Warm Start:",4.838013
"msg=""Warm Start:",3.140331
"msg=""Warm Start:",3.884588
"msg=""Warm Start:",3.647733
"msg=""Warm Start:",3.550743
"msg=""Warm Start:",4.035835
"msg=""Warm Start:",4.719349
"msg=""Warm Start:",4.86397
"msg=""Warm Start:",5.049409
"msg=""Warm Start:",5.004409
"msg=""Warm Start:",5.131421
"msg=""Warm Start:",7.410458
"msg=""Warm Start:",6.359264
"msg=""Warm Start:",5.332486
"msg=""Warm Start:",6.458841
"msg=""Warm Start:",5.18269
"msg=""Warm Start:",5.459976
"msg=""Warm Start:",5.961985
"msg=""Warm Start:",4.396173
"msg=""Warm Start:",4.51653
"msg=""Warm Start:",4.634407
"msg=""Warm Start:",4.152277
"msg=""Warm Start:",3.871225
"msg=""Warm Start:",4.115886
"msg=""Warm Start:",3.83955
"msg=""Warm Start:",4.326977
"msg=""Warm Start:",4.415596
"msg=""Warm Start:",3.407899
"msg=""Warm Start:",5.000349
"msg=""Warm Start:",3.291367
"msg=""Warm Start:",3.507329
"msg=""Warm Start:",3.467028
"msg=""Warm Start:",4.787291
"msg=""Warm Start:",4.179284
"msg=""Warm Start:",3.64638
"msg=""Warm Start:",2.907044
"msg=""Warm Start:",4.457035
"msg=""Warm Start:",2.998808
"msg=""Warm Start:",2.734601
"msg=""Warm Start:",3.142448
"msg=""Warm Start:",2.788721
"msg=""Warm Start:",4.539789
"msg=""Warm Start:",3.602734
"msg=""Warm Start:",2.74861
"msg=""Warm Start:",2.65568
"msg=""Warm Start:",2.672501
"msg=""Warm Start:",3.201618
"msg=""Warm Start:",3.387706
"msg=""Warm Start:",4.304534
"msg=""Warm Start:",4.455474
"msg=""Warm Start:",3.316761
"msg=""Warm Start:",2.968408
"msg=""Warm Start:",3.03571
"msg=""Warm Start:",4.883611
"msg=""Warm Start:",3.58431
"msg=""Warm Start:",4.225747
"msg=""Warm Start:",4.340107
"msg=""Warm Start:",4.400541
"msg=""Warm Start:",3.513658
"msg=""Warm Start:",5.698854
"msg=""Warm Start:",2.716924
"msg=""Warm Start:",3.014268
"msg=""Warm Start:",3.561872
"msg=""Warm Start:",3.867035
"msg=""Warm Start:",4.118646
"msg=""Warm Start:",4.253147
"msg=""Warm Start:",4.21521
"msg=""Warm Start:",5.251092
"msg=""Warm Start:",5.632867
"msg=""Warm Start:",6.503805
"msg=""Warm Start:",4.358066
"msg=""Warm Start:",5.576575
"msg=""Warm Start:",4.543042
"msg=""Warm Start:",3.945279
"msg=""Warm Start:",4.623476
"msg=""Warm Start:",4.140856
"msg=""Warm Start:",4.407004
"msg=""Warm Start:",4.49552
"msg=""Warm Start:",4.051185
"msg=""Warm Start:",5.397949
"msg=""Warm Start:",5.023663
"msg=""Warm Start:",3.746756
"msg=""Warm Start:",5.328073
"msg=""Warm Start:",2.841507
"msg=""Warm Start:",3.188042
"msg=""Warm Start:",3.08898
"msg=""Warm Start:",3.231544
"msg=""Warm Start:",2.897671
"msg=""Warm Start:",4.027265
"msg=""Warm Start:",3.462937
"msg=""Warm Start:",4.154195
"msg=""Warm Start:",3.10241
"msg=""Warm Start:",4.134848
"msg=""Warm Start:",4.572087
"msg=""Warm Start:",3.317497
"msg=""Warm Start:",4.243911
"msg=""Warm Start:",3.069561
"msg=""Warm Start:",3.162931
"msg=""Warm Start:",2.57215
"msg=""Warm Start:",3.157425
"msg=""Warm Start:",2.92711
"msg=""Warm Start:",2.64513
"msg=""Warm Start:",3.573903
"msg=""Warm Start:",3.733426
"msg=""Warm Start:",3.66294
"msg=""Warm Start:",2.915755
"msg=""Warm Start:",3.148307
"msg=""Warm Start:",2.648358
"msg=""Warm Start:",2.984909
"msg=""Warm Start:",2.895725
"msg=""Warm Start:",2.571112
"msg=""Warm Start:",3.403319
"msg=""Warm Start:",3.962262
"msg=""Warm Start:",4.138889
"msg=""Warm Start:",3.947759
"msg=""Warm Start:",4.139528
"msg=""Warm Start:",4.665115
"msg=""Warm Start:",4.003441
"msg=""Warm Start:",4.149536
"msg=""Warm Start:",4.416598
"msg=""Warm Start:",4.984958
"msg=""Warm Start:",2.74564
"msg=""Warm Start:",4.585081
"msg=""Warm Start:",2.608326
"msg=""Warm Start:",3.920317
"msg=""Warm Start:",2.862297
"msg=""Warm Start:",5.748178
"msg=""Warm Start:",5.787926
"msg=""Warm Start:",4.680695
"msg=""Warm Start:",3.58404
"msg=""Warm Start:",4.277009
"msg=""Warm Start:",4.862843
"msg=""Warm Start:",3.767714
"msg=""Warm Start:",3.915887
"msg=""Warm Start:",5.473267
